Composite List,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
50,M9_C1153,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
54,M9_C1154,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
58,M9_C1155,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
62,M9_C1156,,Ammonium Sulfate ,(NH4)2SO4,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
66,M9_C1157,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
70,M9_C1158,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
74,M9_C1159,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
78,M9_C1160,,Ammonium Sulfate ,(NH4)2SO4,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
82,M9_C1161,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
86,M9_C1162,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
90,M9_C1163,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,15% (w/v),,,,
94,M9_C1164,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,25% (w/v),,,,
242,M9_C1165,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
246,M9_C1166,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
250,M9_C1167,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 3350,15% (w/v),,,,
254,M9_C1168,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
258,M9_C1169,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 3350,24% (w/v),,,,
262,M9_C1170,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 3350,30% (w/v),,,,
266,M9_C1171,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 3350,34% (w/v),,,,
270,M9_C1172,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 3350,40% (w/v),,,,
274,M9_C1173,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 3350,24% (w/v),,,,
278,M9_C1174,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 3350,30% (w/v),,,,
282,M9_C1175,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 3350,34% (w/v),,,,
286,M9_C1176,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,MES,0.1 M,6.0,PEG 3350,10% (w/v),,,,
434,M9_C1177,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,10% (w/v),,,,
438,M9_C1178,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,20% (w/v),,,,
442,M9_C1179,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,25% (w/v),,,,
446,M9_C1180,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,30% (w/v),,,,
450,M9_C1181,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,35% (w/v),,,,
454,M9_C1182,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,32.5% (w/v),,,,
458,M9_C1183,,Potassium chloride,KCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
462,M9_C1184,,Potassium chloride,KCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
466,M9_C1185,,Potassium chloride,KCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,35% (w/v),,,,
470,M9_C1186,,Potassium chloride,KCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,40% (w/v),,,,
474,M9_C1187,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
478,M9_C1188,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
626,M9_C1189,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,35% (w/v),,,,
630,M9_C1190,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,40% (w/v),,,,
634,M9_C1191,,Potassium chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
638,M9_C1192,,Potassium chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
642,M9_C1193,,Potassium chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,35% (w/v),,,,
646,M9_C1194,,Potassium chloride,KCl,0.2 M,MES,0.1 M,6.0,PEG 3350,40% (w/v),,,,
650,M9_C1195,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
654,M9_C1196,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,25% (w/v),,,,
658,M9_C1197,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
662,M9_C1198,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,35% (w/v),,,,
666,M9_C1199,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
670,M9_C1200,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
818,M9_C1201,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,25% (w/v),,,,
822,M9_C1202,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
826,M9_C1203,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,17.5% (w/v),,,,
830,M9_C1204,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
834,M9_C1205,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
838,M9_C1206,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
842,M9_C1207,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 3350,35% (w/v),,,,
846,M9_C1208,,Sodium Chloride,NaCl,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
850,M9_C1209,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
854,M9_C1210,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
858,M9_C1211,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 3350,35% (w/v),,,,
862,M9_C1212,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 3350,10% (w/v),,,,
1010,M9_C1213,,Sodium Chloride,NaCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
1014,M9_C1214,,Sodium Chloride,NaCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 3350,30% (w/v),,,,
1018,M9_C1215,,Sodium Chloride,NaCl,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 3350,17.5% (w/v),,,,
1022,M9_C1216,,Sodium Chloride,NaCl,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 3350,20% (w/v),,,,
1026,M9_C1217,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 3350,10% (w/v),,,,
1030,M9_C1218,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1034,M9_C1219,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1038,M9_C1220,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
1042,M9_C1221,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 3350,10% (w/v),,,,
1046,M9_C1222,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1050,M9_C1223,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1054,M9_C1224,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
1202,M9_C1225,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 3350,10% (w/v),,,,
1206,M9_C1226,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1210,M9_C1227,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1214,M9_C1228,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
1218,M9_C1229,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 3350,10% (w/v),,,,
1222,M9_C1230,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1226,M9_C1231,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1230,M9_C1232,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1234,M9_C1233,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,24% (w/v),,,,
1238,M9_C1234,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1242,M9_C1235,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,34% (w/v),,,,
1246,M9_C1236,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
1394,M9_C1237,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,24% (w/v),,,,
1398,M9_C1238,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1402,M9_C1239,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,34% (w/v),,,,
1406,M9_C1240,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
1410,M9_C1241,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 3350,10% (w/v),,,,
1414,M9_C1242,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1418,M9_C1243,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 3350,25% (w/v),,,,
1422,M9_C1244,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
1426,M9_C1245,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
1430,M9_C1246,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 3350,32.5% (w/v),,,,
1434,M9_C1247,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
1438,M9_C1248,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
146,M9_C1249,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
150,M9_C1250,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
154,M9_C1251,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
158,M9_C1252,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
162,M9_C1253,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
166,M9_C1254,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
170,M9_C1255,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
174,M9_C1256,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
178,M9_C1257,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
182,M9_C1258,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
186,M9_C1259,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
190,M9_C1260,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,25% (w/v),,,,
338,M9_C1261,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
342,M9_C1262,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
346,M9_C1263,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
350,M9_C1264,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
354,M9_C1265,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,25% (w/v),,,,
358,M9_C1266,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
362,M9_C1267,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
366,M9_C1268,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
370,M9_C1269,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
374,M9_C1270,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
378,M9_C1271,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
382,M9_C1272,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
530,M9_C1273,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
534,M9_C1274,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
538,M9_C1275,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
542,M9_C1276,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
546,M9_C1277,,Sodium Chloride,NaCl,0.3 M,HEPES,0.1 M,7.0,PEG 3350,20% (w/v),,,,
550,M9_C1278,,Sodium Chloride,NaCl,0.3 M,HEPES,0.1 M,7.0,PEG 3350,30% (w/v),,,,
554,M9_C1279,,Sodium Chloride,NaCl,0.3 M,HEPES,0.1 M,7.0,PEG 3350,35% (w/v),,,,
558,M9_C1280,,Sodium Chloride,NaCl,0.3 M,HEPES,0.1 M,7.0,PEG 3350,40% (w/v),,,,
562,M9_C1281,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 3350,10% (w/v),,,,
566,M9_C1282,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
570,M9_C1283,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
574,M9_C1284,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
722,M9_C1285,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 3350,10% (w/v),,,,
726,M9_C1286,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
730,M9_C1287,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
734,M9_C1288,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
738,M9_C1289,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 3350,10% (w/v),,,,
742,M9_C1290,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
746,M9_C1291,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
750,M9_C1292,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
754,M9_C1293,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 3350,10% (w/v),,,,
758,M9_C1294,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
762,M9_C1295,,Ammonium Sulfate ,(NH4)2SO4,0.3 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
766,M9_C1296,,Ammonium Sulfate ,(NH4)2SO4,0.15 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
914,M9_C1297,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,24% (w/v),,,,
918,M9_C1298,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
922,M9_C1299,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,34% (w/v),,,,
926,M9_C1300,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
930,M9_C1301,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 3350,24% (w/v),,,,
934,M9_C1302,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 3350,30% (w/v),,,,
938,M9_C1303,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,34% (w/v),,,,
942,M9_C1304,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
946,M9_C1305,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 3350,10% (w/v),,,,
950,M9_C1306,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
954,M9_C1307,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 3350,25% (w/v),,,,
958,M9_C1308,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 3350,30% (w/v),,,,
1106,M9_C1309,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1110,M9_C1310,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 3350,32.5% (w/v),,,,
1114,M9_C1311,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1118,M9_C1312,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
1122,M9_C1313,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1126,M9_C1314,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1130,M9_C1315,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1134,M9_C1316,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,MES,0.1 M,6.0,PEG 3350,15% (w/v),,,,
1138,M9_C1317,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1142,M9_C1318,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1146,M9_C1319,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1150,M9_C1320,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
1298,M9_C1321,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1302,M9_C1322,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1306,M9_C1323,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1310,M9_C1324,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,25% (w/v),,,,
1314,M9_C1325,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
1318,M9_C1326,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1322,M9_C1327,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1326,M9_C1328,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1330,M9_C1329,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,25% (w/v),,,,
1334,M9_C1330,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
1338,M9_C1331,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1342,M9_C1332,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1490,M9_C1333,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1494,M9_C1334,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
1498,M9_C1335,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1502,M9_C1336,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1506,M9_C1337,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
1510,M9_C1338,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 3350,30% (w/v),,,,
1514,M9_C1339,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 3350,35% (w/v),,,,
1518,M9_C1340,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 3350,40% (w/v),,,,
1522,M9_C1341,,Sodium Chloride,NaCl,0.3 M,TRIS,0.1 M,8.5,PEG 3350,20% (w/v),,,,
